estado_civil;modo_solicitud;orden_solicitud;curso;asistencia_diurna_vespertina;cualificacion_previa;nota_cualificacion_previa;nacionalidad;cualificacion_madre;cualificacion_padre;ocupacion_madre;ocupacion_padre;nota_admision;desplazado;necesidades_educativas_especiales;deudor;matricula_al_dia;genero;becado;edad_al_matricularse;internacional;asignaturas_1sem_convalidadas;asignaturas_1sem_matriculadas;asignaturas_1sem_evaluadas;asignaturas_1sem_aprobadas;nota_media_1sem;asignaturas_1sem_sin_evaluacion;asignaturas_2sem_convalidadas;asignaturas_2sem_matriculadas;asignaturas_2sem_evaluadas;asignaturas_2sem_aprobadas;nota_media_2sem;asignaturas_2sem_sin_evaluacion;tasa_desempleo;tasa_inflacion;pib;objetivo
soltero/a;cambio_de_curso;1;enfermeria;diurna;educacion_secundaria;125.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;123.6;si;no;no;si;mujer;si;18;no;0;7;8;5;12.86;0;0;7;8;5;12.86;0;7.6;2.6;0.32;matriculado
soltero/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;operadores_de_instalaciones_y_maquinaria_y_montadores;121.0;no;no;si;no;mujer;no;44;no;2;8;12;4;12.0;2;2;7;9;4;12.0;2;8.9;1.4;3.51;abandono
soltero/a;cambio_de_curso;1;servicio_social;diurna;educacion_secundaria;149.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;130.5;si;no;no;si;mujer;no;28;no;8;11;11;9;11.666666666666666;0;8;11;13;9;12.555555555555555;0;10.8;1.4;1.74;graduado
soltero/a;titular_de_otro_curso_superior;1;servicio_social_nocturno;vespertina;educacion_superior_master_2o_ciclo;180.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;personal_administrativo;180.0;no;no;no;si;mujer;no;37;no;12;14;14;14;16.5;0;8;11;11;11;16.90909090909091;0;8.9;1.4;3.51;graduado
soltero/a;cambio_de_curso;1;servicio_social;diurna;educacion_secundaria;110.0;portuguesa;10o_ano;10o_ano;otra_situacion;otra_situacion;112.5;si;no;no;si;mujer;no;20;no;8;10;14;9;12.333333333333334;0;3;7;10;7;11.77777777777778;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;3;enfermeria;diurna;educacion_secundaria;131.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_superior_grado;tecnicos_y_profesiones_de_nivel_intermedio;especialistas_en_actividades_intelectuales_y_cientificas;126.1;si;no;no;si;mujer;no;18;no;0;7;8;7;12.59125;0;0;8;11;7;12.820000000000002;0;15.5;2.8;-4.06;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;117.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;111.8;si;no;no;si;hombre;no;19;no;0;6;9;4;11.5;0;0;6;12;3;11.0;0;8.9;1.4;3.51;abandono
soltero/a;2a_fase_contingente_general;1;agronomia;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_no_cualificados;131.4;si;no;no;si;hombre;si;23;no;17;18;19;18;11.894736842105264;0;12;13;13;13;12.923076923076923;0;15.5;2.8;-4.06;graduado
soltero/a;2a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;160.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;144.3;no;no;no;si;hombre;no;22;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;mayor_de_23_anos;1;turismo;diurna;educacion_secundaria;100.0;portuguesa;educacion_superior_grado;educacion_basica_3er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;trabajadores_de_servicios_personales_seguridad_y_vendedores;115.0;no;no;no;no;hombre;no;24;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;140.0;portuguesa;educacion_superior_master;educacion_superior_master;personal_administrativo;especialistas_en_actividades_intelectuales_y_cientificas;120.0;si;no;no;si;hombre;no;22;no;0;6;13;5;13.0;0;0;6;13;2;11.5;0;12.4;0.5;1.79;matriculado
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;160.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;168.6;no;no;no;si;hombre;no;26;no;0;6;9;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;2a_fase_contingente_general;6;periodismo_y_comunicacion;diurna;educacion_secundaria;141.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;127.7;si;no;no;si;hombre;no;18;no;0;6;6;6;15.166666666666666;0;0;6;6;6;14.833333333333334;0;9.4;-0.8;-3.12;graduado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;equicultura;diurna;curso_de_especializacion_tecnologica;130.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;150.0;no;no;no;si;hombre;no;24;no;2;6;8;4;11.75;0;1;6;8;2;13.5;0;11.1;0.6;2.02;abandono
soltero/a;1a_fase_contingente_general;1;ingenieria_informatica;diurna;educacion_secundaria;142.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;129.8;si;no;no;si;hombre;no;18;no;0;5;5;0;0.0;0;0;5;6;1;15.0;0;10.8;1.4;1.74;matriculado
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;operadores_de_instalaciones_y_maquinaria_y_montadores;135.6;si;no;no;si;hombre;no;26;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;abandono
soltero/a;mayor_de_23_anos;1;turismo;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;personal_administrativo;100.0;no;no;no;si;hombre;no;27;no;0;6;11;3;11.333333333333334;0;0;6;10;3;14.75;0;16.2;0.3;-0.92;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;140.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;140.0;si;no;no;si;hombre;si;20;no;0;6;10;5;12.6;0;0;6;6;5;13.2;0;12.4;0.5;1.79;graduado
soltero/a;1a_fase_contingente_general;1;ingenieria_informatica;diurna;educacion_secundaria;129.0;portuguesa;otro_11o_ano;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;profesiones_de_las_fuerzas_armadas;124.1;si;no;no;si;hombre;no;19;no;0;5;10;0;0.0;0;0;5;10;1;14.0;3;7.6;2.6;0.32;abandono
soltero/a;1a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;148.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;trabajadores_no_cualificados;131.6;no;no;no;si;hombre;si;18;no;0;6;8;6;15.5;0;0;6;9;4;15.5;0;11.1;0.6;2.02;abandono
soltero/a;1a_fase_contingente_general;3;enfermeria;diurna;educacion_secundaria;143.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;personal_administrativo;129.0;si;no;no;si;hombre;no;18;no;0;8;8;7;12.365714285714288;0;0;8;8;7;12.365714285714288;0;10.8;1.4;1.74;graduado
soltero/a;2a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;128.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;135.7;si;no;no;si;hombre;no;19;no;0;6;7;5;13.2;0;0;6;10;5;13.25;0;10.8;1.4;1.74;matriculado
soltero/a;cambio_de_curso;1;diseno_de_comunicacion;diurna;educacion_secundaria;100.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;108.0;si;no;no;si;hombre;no;34;no;7;12;12;7;11.428571428571429;0;4;12;12;7;11.857142857142858;0;7.6;2.6;0.32;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;116.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;operadoras_de_instalaciones_y_maquinaria_y_montadoras;profesiones_de_las_fuerzas_armadas;110.8;si;no;no;si;hombre;no;19;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;abandono
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;128.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;personal_administrativo;124.5;no;no;no;si;hombre;si;19;no;0;6;10;4;14.0;0;0;6;9;6;12.333333333333334;0;9.4;-0.8;-3.12;graduado
casado/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;120.0;portuguesa;educacion_superior_licenciatura;educacion_superior_licenciatura;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;personal_administrativo;100.0;no;no;no;si;hombre;no;30;no;3;12;12;3;12.0;0;5;12;16;5;11.8;0;15.5;2.8;-4.06;abandono
soltero/a;cambio_de_curso;1;periodismo_y_comunicacion;diurna;educacion_secundaria;121.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;trabajadoras_no_cualificadas;tecnicos_y_profesiones_de_nivel_intermedio;123.8;no;no;no;no;hombre;no;22;no;0;4;4;0;0.0;4;0;5;8;3;12.0;0;10.8;1.4;1.74;abandono
soltero/a;2a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;137.0;portuguesa;educacion_superior_grado;educacion_basica_2o_ciclo_o_equivalente;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;trabajadores_no_cualificados;131.4;no;no;no;no;hombre;no;19;no;0;5;13;4;10.0;0;0;5;7;3;11.333333333333334;0;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;115.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;operadores_de_instalaciones_y_maquinaria_y_montadores;118.5;no;no;no;si;hombre;no;21;no;0;5;9;1;10.0;0;0;5;10;1;10.0;0;7.6;2.6;0.32;abandono
soltero/a;1a_fase_contingente_general;2;animacion_y_diseno_multimedia;diurna;educacion_secundaria;129.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;122.0;si;no;no;no;hombre;no;22;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;abandono
soltero/a;1a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;125.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;122.9;no;no;no;si;hombre;si;19;no;0;6;7;6;11.166666666666666;0;0;6;12;3;11.666666666666666;0;10.8;1.4;1.74;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;125.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;118.7;no;no;no;si;hombre;no;20;no;0;6;12;4;11.75;0;0;6;13;3;11.333333333333334;0;15.5;2.8;-4.06;matriculado
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;operadores_de_instalaciones_y_maquinaria_y_montadores;100.0;si;no;no;si;hombre;no;35;no;0;6;13;3;11.75;0;0;6;10;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;1a_fase_contingente_especial_madeira;2;gestion;diurna;educacion_secundaria;131.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;135.9;si;no;no;si;hombre;no;20;no;0;5;8;1;10.0;0;0;5;7;1;11.0;0;7.6;2.6;0.32;abandono
soltero/a;1a_fase_contingente_general;1;equicultura;diurna;educacion_secundaria;133.1;portuguesa;frecuencia_de_educacion_superior;7o_ano_antiguo;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;138.4;no;no;no;si;hombre;no;21;no;0;5;8;3;14.0;0;0;5;5;5;12.8;0;7.6;2.6;0.32;graduado
soltero/a;mayor_de_23_anos;1;enfermeria_veterinaria;diurna;otro_11o_ano;133.1;portuguesa;desconocido;desconocido;en_blanco;en_blanco;128.2;no;no;si;no;hombre;no;27;no;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;abandono
soltero/a;cambio_de_curso;1;periodismo_y_comunicacion;diurna;educacion_secundaria;114.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;107.4;si;no;no;no;hombre;no;26;no;0;6;12;3;12.0;0;0;6;15;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;2a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;127.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;contabilidad_y_administracion_complementaria;tecnicos_y_profesiones_de_nivel_intermedio;tecnicos_y_profesiones_de_nivel_intermedio;129.8;no;no;no;no;hombre;no;20;no;0;6;10;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;abandono
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;100.0;no;no;si;no;hombre;no;28;no;4;10;19;8;11.88888888888889;0;2;8;17;5;11.6;1;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;3;periodismo_y_comunicacion;diurna;educacion_secundaria;121.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;113.0;si;no;no;si;hombre;no;19;no;0;6;6;6;13.833333333333334;0;0;6;6;6;13.666666666666666;0;11.1;0.6;2.02;graduado
soltero/a;cambio_de_curso;1;gestion_nocturno;vespertina;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;107.0;no;no;no;no;hombre;no;47;no;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;abandono
divorciado/a;mayor_de_23_anos;1;periodismo_y_comunicacion;diurna;otro_11o_ano;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;trabajadores_no_cualificados;130.0;no;no;no;no;hombre;no;55;no;0;6;8;5;11.4;0;0;6;9;5;12.4;0;10.8;1.4;1.74;abandono
soltero/a;cambio_de_curso;1;agronomia;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_no_cualificados;120.0;si;no;no;si;hombre;no;39;no;0;6;8;0;0.0;0;1;6;8;2;11.0;0;16.2;0.3;-0.92;abandono
casado/a;1a_fase_contingente_general;1;agronomia;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;120.5;si;no;si;si;hombre;no;35;no;14;17;17;14;10.642857142857142;1;12;12;12;12;10.666666666666666;0;15.5;2.8;-4.06;abandono
soltero/a;mayor_de_23_anos;1;servicio_social;diurna;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;9o_ano_no_completado;estudiante;personal_administrativo;120.5;no;no;no;no;hombre;no;32;no;0;6;10;2;11.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;abandono
soltero/a;1a_fase_contingente_general;4;periodismo_y_comunicacion;diurna;educacion_secundaria;124.0;portuguesa;educacion_superior_grado;otro_11o_ano;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_no_cualificados;137.0;si;no;no;si;hombre;no;20;no;0;6;6;6;16.833333333333332;0;0;6;6;6;16.666666666666668;0;8.9;1.4;3.51;graduado
soltero/a;mayor_de_23_anos;1;turismo;diurna;educacion_secundaria;150.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;115.0;no;no;no;si;hombre;no;36;no;0;6;8;6;13.571428571428571;0;0;6;9;5;13.2;0;12.7;3.7;-1.7;graduado
soltero/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;142.7;no;no;si;si;hombre;si;34;no;0;5;11;5;14.714285714285714;0;0;5;14;5;14.375;5;16.2;0.3;-0.92;graduado
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;116.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;estudiante;especialistas_en_actividades_intelectuales_y_cientificas;116.7;si;no;no;si;hombre;no;21;no;0;5;8;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;cambio_de_curso;1;gestion_nocturno;vespertina;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;profesiones_de_las_fuerzas_armadas;136.1;no;no;no;si;hombre;si;42;no;0;5;14;1;10.0;0;0;5;14;1;11.0;0;13.9;-0.3;0.79;abandono
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;134.3;no;no;no;si;hombre;no;25;no;0;6;15;1;11.0;0;0;6;13;4;11.75;0;12.4;0.5;1.79;abandono
soltero/a;3a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;167.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;trabajadores_cualificados_de_industria_construccion_y_artesania;153.0;si;no;no;si;hombre;si;18;no;0;6;6;1;11.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;abandono
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;132.0;no;no;no;si;hombre;si;18;no;0;6;6;5;12.0;0;0;6;6;6;12.833333333333334;0;12.7;3.7;-1.7;graduado
soltero/a;1a_fase_contingente_general;2;servicio_social;diurna;educacion_secundaria;124.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;129.6;si;no;no;si;hombre;no;19;no;0;6;10;6;11.125;0;0;6;7;6;11.857142857142858;0;7.6;2.6;0.32;graduado
soltero/a;cambio_de_curso;1;enfermeria_veterinaria;diurna;educacion_secundaria;110.0;portuguesa;educacion_superior_grado;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;105.0;no;no;si;no;hombre;no;34;no;2;6;13;3;11.333333333333334;0;0;6;8;2;11.5;0;13.9;-0.3;0.79;abandono
soltero/a;2a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;150.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;130.8;no;no;no;si;hombre;no;20;no;0;6;15;2;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;abandono
soltero/a;1a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;123.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;119.7;no;no;no;si;hombre;no;20;no;0;7;8;0;0.0;1;0;7;7;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;2a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;152.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_no_cualificados;132.5;no;no;no;si;hombre;no;21;no;0;8;8;7;14.54;0;0;8;8;7;14.54;0;10.8;1.4;1.74;graduado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;profesiones_de_las_fuerzas_armadas;130.0;si;no;no;si;hombre;no;19;no;0;6;9;6;12.166666666666666;0;0;6;14;4;13.0;0;12.4;0.5;1.79;graduado
soltero/a;mayor_de_23_anos;1;enfermeria_veterinaria;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;personal_administrativo;120.0;no;no;si;no;hombre;no;31;no;0;5;13;4;13.5;1;0;5;12;3;11.666666666666666;1;9.4;-0.8;-3.12;abandono
soltero/a;2a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;150.0;no;no;no;si;hombre;no;21;no;0;6;8;6;14.75;0;0;6;9;5;14.333333333333334;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;124.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;115.6;no;no;no;si;hombre;si;20;no;0;5;8;5;12.375;0;0;5;7;5;11.666666666666666;0;13.9;-0.3;0.79;graduado
soltero/a;cambio_de_curso;2;enfermeria;diurna;asistencia_previa_a_educacion_superior;119.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;profesiones_de_las_fuerzas_armadas;119.1;no;no;no;si;hombre;no;22;no;0;7;7;6;12.733333333333334;0;0;7;7;6;12.733333333333334;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;2;diseno_de_comunicacion;diurna;educacion_secundaria;128.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;tecnicos_y_profesiones_de_nivel_intermedio;123.5;si;si;no;no;hombre;no;19;no;0;6;9;4;12.5;0;0;6;6;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;mayor_de_23_anos;1;equicultura;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;otra_situacion;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;120.0;si;no;si;no;hombre;no;41;no;0;5;5;0;0.0;1;0;5;5;0;0.0;5;12.7;3.7;-1.7;abandono
soltero/a;cambio_de_curso;1;enfermeria;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;desconocido;desconocido;estudiante;estudiante;110.0;si;no;no;si;hombre;no;27;no;0;7;7;0;0.0;6;0;7;7;0;0.0;6;7.6;2.6;0.32;abandono
soltero/a;2a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;145.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;profesiones_de_las_fuerzas_armadas;131.4;no;no;no;si;mujer;no;19;no;0;7;7;7;13.44285714285714;0;0;8;8;7;13.771428571428572;0;13.9;-0.3;0.79;abandono
soltero/a;3a_fase_contingente_general;2;enfermeria;diurna;educacion_secundaria;141.0;guineana;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;126.8;si;no;no;si;mujer;si;20;si;0;8;8;8;14.2;0;0;8;8;8;14.2;0;9.4;-0.8;-3.12;graduado
